,Station location,BiciMAD station,dock_bikes,Place of interest,Place address,Type of place,distance
405196,Calle Caramuel nº 51,Caramuel,14,Clara Campoamor,Avda General Fanjul ,Monumentos de la ciudad de Madrid,6435.41589497327
23501,Calle Conde Duque nº 22,Conde Duque,6,Clara Campoamor,Pza Guardias de Corps ,Monumentos de la ciudad de Madrid,30.80365783625235
353230,Calle Padre Indalecio Hernández nº 1,Avenida de América 1,2,Clara del Rey,CALLE CLARA DEL REY 1,Monumentos de la ciudad de Madrid,207.24411857461752
143567,Cuesta de Claudio Moyano,Cuesta de Moyano,21,Claudio Moyano,C Claudio Moyano ,Monumentos de la ciudad de Madrid,16.1916824674879
43216,Plaza de Celenque nº 1,Plaza de Celenque A,1,Claudio Sánchez Albornoz,PLAZA CELENQUE 1,Monumentos de la ciudad de Madrid,31.742015143259984
401617,Calle Eugenio Caxes frente al nº 12,Antonio López,9,Colegiales,C Mirasierra 29,Monumentos de la ciudad de Madrid,368.1318641884256
424914,Calle Sodio nº 1B,Embajadores 191,6,Colegiales,Pza Pinazo 7,Monumentos de la ciudad de Madrid,5185.058541509532
441043,Calle Isaac Peral nº 44,Hospital Clínico,6,Colegio Mayor San Pablo,CALLE ISAAC PERAL 58,Monumentos de la ciudad de Madrid,263.90371555411014
399828,Calle Hacienda de Pavones nº 342,Pavones,8,Colegio Nacional Padre Vitoria,C Hacienda de Pavones 328,Monumentos de la ciudad de Madrid,413.46383168034606
392661,Calle Pedro Rico nº 4,Pedro Rico,13,Colegio Príncipe Felipe,AVENIDA MONFORTE DE LEMOS 24,Monumentos de la ciudad de Madrid,1399.9754408849826
415958,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Colegio Público Dionisio Ridruejo,C Zipaquira 14,Monumentos de la ciudad de Madrid,3645.2378539310953
469719,Avenida Complutense nº 23,Facultad Derecho,5,Colonia San Fernando,Avda Guardia ,Monumentos de la ciudad de Madrid,8742.15665685331
383704,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Colonia Torres Garrido,Col Torres Garrido ,Monumentos de la ciudad de Madrid,3406.012429648862
389081,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Columna corintia en la Quinta de los Molinos,CALLE ALCALA 527,Monumentos de la ciudad de Madrid,1992.918864272834
378330,Paseo Castellana (Fundación Canal),Plaza de Castilla 2,18,Columna de Calatrava,PLAZA CASTILLA 1,Monumentos de la ciudad de Madrid,148.8329297673597
389083,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Columna de Saturno,PARQUE ALAMEDA DE OSUNA ,Monumentos de la ciudad de Madrid,5797.012283733787
389084,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Columna jónica en la Quinta de los Molinos,CALLE ALCALA 527,Monumentos de la ciudad de Madrid,1992.918864272834
122084,Avenida de Menéndez Pelayo nº 63,Puerta del Doce de Octubre,9,Columna-pedestal de los jardines de Cecilio Rodríguez, ,Monumentos de la ciudad de Madrid,129.663079944503
204513,Paseo del Pintor Rosales frente al nº 38,Pintor Rosales,12,Columnas Rosaleda I y II,C Rosaleda ,Monumentos de la ciudad de Madrid,230.4496005346794
36061,Calle Alcalá nº 49,Banco de España A,0,Columnas de la casa de las Siete Chimeneas,C Infantas 31,Monumentos de la ciudad de Madrid,154.90784731586928
389086,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Columnas de los Enfrentados, ,Monumentos de la ciudad de Madrid,5514.3711651108415
152543,Plaza Cibeles,Cibeles,6,Columnas del Paseo del Prado,Pº Prado ,Monumentos de la ciudad de Madrid,47.20329311056694
297696,Calle Colombia nº 7,Colombia,2,Columnas ornamentales en el jardín del palacete Villa Rosa, ,Monumentos de la ciudad de Madrid,2197.170242791359
385506,Calle Antonio López nº 129,Glorieta de Cádiz,7,Columnas toscanas Pradolongo,PARQUE PRADOLONGO ,Monumentos de la ciudad de Madrid,990.3409175456692
415971,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Columnata del claustro,JARDIN TRES CULTURAS ,Monumentos de la ciudad de Madrid,5559.887276029378
399845,Calle Hacienda de Pavones nº 342,Pavones,8,Composición geométrica,AUDITORIO PARQUE DE LA VICALVARADA ,Monumentos de la ciudad de Madrid,3087.634189349411
202726,Paseo de Moret nº 11,Paseo de Moret,13,Concepción Arenal,Pº Moret ,Monumentos de la ciudad de Madrid,78.26097471871843
183015,Calle José Ortega y Gasset nº 4,Ortega y Gasset,5,Concesa de la Maza,C Claudio Coello 88,Monumentos de la ciudad de Madrid,131.73513349945966
50408,Calle Alcalá nº 27,Sevilla,17,Conde de Peñalver,C Gran Vía 2,Monumentos de la ciudad de Madrid,168.53424663872187
389097,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Conjunto escultórico parque Arquitecto Antonio Palacios,CALLE FENELON 17,Monumentos de la ciudad de Madrid,3728.5482261761217
50410,Calle Alcalá nº 27,Sevilla,17,Conrado del Campo,Ctra Aduana 16,Monumentos de la ciudad de Madrid,186.5950779464184
165099,Calle Goya nº 1,Plaza de Colón,4,Constitución de 1978,PASEO CASTELLANA 1,Monumentos de la ciudad de Madrid,156.2783815527671
405228,Calle Caramuel nº 51,Caramuel,14,Constitución española, ,Monumentos de la ciudad de Madrid,3902.8838746108413
150765,Avenida de Menéndez Pelayo esquina calle O'Donnell,Puerta de Madrid,10,Consuelo Rubio,C O'Donnell 11,Monumentos de la ciudad de Madrid,54.02960365625353
211694,Calle Princesa nº 5,Plaza de España B,0,Copa,Pza España 10,Monumentos de la ciudad de Madrid,315.1262688157265
95215,Calle Valencia nº 1,Plaza de Lavapiés,20,Corral de Comedias,Pza La Corrala ,Monumentos de la ciudad de Madrid,214.54753248695195
98800,Plaza de San Ildefonso,Plaza de San Ildefonso,8,Corredera Baja de San Pablo,Cdra Baja San Pablo 28,Monumentos de la ciudad de Madrid,77.53784553264276
165105,Calle Goya nº 1,Plaza de Colón,4,Cristóbal Colón,Pza Colón ,Monumentos de la ciudad de Madrid,130.44717211119433
389110,Calle Gutierre de Cetina nº 77,Gutierre de Cetina,18,Cruceiro Virgen del Camino,C Fenelón 42,Monumentos de la ciudad de Madrid,3871.888450290139
469746,Avenida Complutense nº 23,Facultad Derecho,5,Cruceiro de la Ermita de Nuestra Señora del Buen Camino,Pº Ermita del Santo ,Monumentos de la ciudad de Madrid,5677.560500930722
403443,Paseo de la Ermita del Santo nº 48,Ermita Santo,13,Cruceiro de la Ermita de San Isidro,Pº Ermita del Santo 78,Monumentos de la ciudad de Madrid,676.3922857011063
181236,Calle Alcalá nº 95,Velázquez,22,Cruceiro de la plaza de Galicia,Pza Galicia ,Monumentos de la ciudad de Madrid,161.5988515178869
433909,Avenida de Brasilia frente al nº 9,Avenida Brasilia,13,Cruceiro del parque de Breogán, ,Monumentos de la ciudad de Madrid,72.16840935389273
405239,Calle Caramuel nº 51,Caramuel,14,Crucero en la calle General Romero Basart,C General Romero Basart ,Monumentos de la ciudad de Madrid,5973.158179263015
62970,Plaza del Cordón,Plaza del Cordón,18,Cruz Puerta Cerrada,Pza Puerta Cerrada ,Monumentos de la ciudad de Madrid,250.27320639294857
383736,Glorieta Marqués de Vadillo nº 9,Marqués de Vadillo,12,Cruz de Piedra,Pza Parroquia 1,Monumentos de la ciudad de Madrid,3414.656097324332
390905,Plaza Puerta del Ángel nº 4,Puerta del Ángel,16,Cruz de término,C Principal de Provincias ,Monumentos de la ciudad de Madrid,405.0801492570063
415996,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Cuatro Ríos,JARDIN TRES CULTURAS ,Monumentos de la ciudad de Madrid,5559.887276029378
462587,Avenida Juan de Herrera frente a la calle Paul Guinard,INEF,14,Cuatro estanques CYII,CARRETERA CASTILLA 12,Monumentos de la ciudad de Madrid,1414.568412018365
150781,Avenida de Menéndez Pelayo esquina calle O'Donnell,Puerta de Madrid,10,Cuba,PASEO EL SALVADOR ,Monumentos de la ciudad de Madrid,264.1059331799111
100606,Plaza del Carmen nº 1,Plaza del Carmen ,7,Cuerpo de Bomberos,C Montera 31,Monumentos de la ciudad de Madrid,107.70831150487125
399792,Calle Hacienda de Pavones nº 342,Pavones,8,Cástor y Pólux,C Villablanca 41,Monumentos de la ciudad de Madrid,3483.509180306588
52145,Calle del Marqués de Cubas nº 25,Marqués de Cubas,8,Cátedra de taquigrafía española,C Marqués de Cubas 15,Monumentos de la ciudad de Madrid,95.30075352446022
170495,Calle Alcalá nº 111,Castelló,16,Dados de Hormigón Parque del Retiro,PARQUE RETIRO ,Monumentos de la ciudad de Madrid,120.89348012330754
73728,Calle Atocha nº 54,Antón Martín,13,Daniel Urrabieta Vierge,C Huertas 28,Monumentos de la ciudad de Madrid,158.27950504586906
351489,Calle Francisco Silvela nº 86,Avenida de América 2,5,Daniel Vázquez Díaz,C María de Molina 66,Monumentos de la ciudad de Madrid,112.75022780386053
19970,Calle San Andrés nº 18,San Andrés,13,Daoiz y Velarde,Pza Dos de Mayo ,Monumentos de la ciudad de Madrid,87.65826525240928
19971,Calle San Andrés nº 18,San Andrés,13,Daoiz y Velarde y Arco de Monteleón,Pza Dos de Mayo ,Monumentos de la ciudad de Madrid,54.03543168950477
385540,Calle Antonio López nº 129,Glorieta de Cádiz,7,David González Rubio I,C Doctor Tolosa Latour ,Monumentos de la ciudad de Madrid,1309.1966902392742
385541,Calle Antonio López nº 129,Glorieta de Cádiz,7,David González Rubio II,C Doctor Tolosa Latour ,Monumentos de la ciudad de Madrid,1322.8974946443177
416007,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Dedos,PARQUE JUAN CARLOS I 1,Monumentos de la ciudad de Madrid,4453.668958405209
166920,Paseo de Recoletos nº 20,Biblioteca Nacional,2,Derechos del Niño,Pº Recoletos ,Monumentos de la ciudad de Madrid,58.660101303500554
181258,Calle Alcalá nº 95,Velázquez,22,Diana,Pº Uruguay ,Monumentos de la ciudad de Madrid,301.0639327768361
412427,Calle Arroyo del Olivar nº 6,Concordia,6,Diana,Trav Felipe de Diego ,Monumentos de la ciudad de Madrid,1844.36384500841
344332,Calle Velázquez nº 91,Velázquez-Diego de León,16,Diego de Silva Velázquez,C Juan Bravo ,Monumentos de la ciudad de Madrid,170.48299048369867
114957,Calle Antonio Maura nº 15,Antonio Maura,9,Dimitar Dimov,Pza Lealtad 2,Monumentos de la ciudad de Madrid,294.0006866792979
172302,Avenida de Menéndez Pelayo nº 3,Alcalá,9,Dinastía torera Bienvenida,C Príncipe de Vergara 3,Monumentos de la ciudad de Madrid,81.28728274151348
396303,Calle Camino de los Vinateros nº 108,Marroquina,10,Dionisio Ridruejo, ,Monumentos de la ciudad de Madrid,921.6636515829822
122128,Avenida de Menéndez Pelayo nº 63,Puerta del Doce de Octubre,9,Diosa Hera,Pº Duque de Fernán Núñez ,Monumentos de la ciudad de Madrid,253.35384702562214
453649,Calle Rodríguez Jaén nº 40,Chamartín,7,Doble ancla,C Alicún 9,Monumentos de la ciudad de Madrid,2826.1908735098623
405267,Calle Caramuel nº 51,Caramuel,14,Doctor Benavente,PLAZA PARTERRE ,Monumentos de la ciudad de Madrid,4485.82310866943
396308,Calle Camino de los Vinateros nº 108,Marroquina,10,Doctor Conde Arruga,C Hacienda de Pavones 105,Monumentos de la ciudad de Madrid,621.2652941624011
170517,Calle Alcalá nº 111,Castelló,16,Doctor Cortezo,PARQUE RETIRO ,Monumentos de la ciudad de Madrid,120.89348012330754
127511,Avenida de Nazaret nº 7,Plaza de los Astros,11,Doctor Esquerdo,C Doctor Esquerdo ,Monumentos de la ciudad de Madrid,140.17981281097295
405270,Calle Caramuel nº 51,Caramuel,14,Doctor Esquerdo,AVENIDA POBLADOS 70,Monumentos de la ciudad de Madrid,4462.390873673431
338968,Calle Alejandro González nº 1,Alcalá-Ventas,9,Doctor Fleming,CALLE ALCALA 231,Monumentos de la ciudad de Madrid,89.78009349857138
394521,Calle Camino de los Vinateros nº 28,Camino Vinateros,3,Doctor García Tapia,C Arroyo Belincoso ,Monumentos de la ciudad de Madrid,625.8448471871781
193818,Calle Mártires Concepcionistas nº 2,Mártires Concepcionistas,8,Doctor Gómez Ulla,C Doctor Gómez Ulla 2,Monumentos de la ciudad de Madrid,311.29693640094797
25371,Calle Duque de Liria,Ventura Rodríguez,10,Doctor Larra y Cerezo,CALLE JUAN ALVAREZ MENDIZABAL 12,Monumentos de la ciudad de Madrid,230.37457502052277
405266,Calle Caramuel nº 51,Caramuel,14,Doctor Ángel Pulido Fernández,PLAZA PARTERRE ,Monumentos de la ciudad de Madrid,4485.82310866943
426780,Paseo Imperial nº 20,Paseo Imperial,10,Dodecaedro-Éter,Pº Melancólicos ,Monumentos de la ciudad de Madrid,249.25970588167775
416029,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Don Juan de Borbón,Gta Su Alteza Real Don Juan de Borbón y Battemberg ,Monumentos de la ciudad de Madrid,4176.579919457508
147237,Calle Pío Baroja nº 10,Pío Baroja,20,Dos Niños,C Portal de Belén ,Monumentos de la ciudad de Madrid,118.79179153209776
457246,Avenida Pío XII nº 3,Pío XII,11,Dos bajorrelieves Nª Sª del Rosario,C Arturo Soria 278,Monumentos de la ciudad de Madrid,1669.6745616523767
23583,Calle Conde Duque nº 22,Conde Duque,6,Dos columnas en la calle Conde Duque,C Conde Duque ,Monumentos de la ciudad de Madrid,175.99144062429397
122144,Avenida de Menéndez Pelayo nº 63,Puerta del Doce de Octubre,9,Dos columnas en los jardines de Cecilio Rodríguez, ,Monumentos de la ciudad de Madrid,141.76681889632775
326433,Calle Retama nº 5,Méndez Álvaro,8,Dos estanques con ría del parque del Soto de Entrevías,PARQUE ENTREVIAS ,Monumentos de la ciudad de Madrid,1174.570018137209
416034,Calle Carlota O'Neill nº 32,Carlota O’Neill,1,Dos estanques rectangulares en la calle Alcalá,C Alcalá 527,Monumentos de la ciudad de Madrid,2204.058112509218
166947,Paseo de Recoletos nº 20,Biblioteca Nacional,2,Dos fuentes circulares de la Fundación BBVA,Pº Recoletos ,Monumentos de la ciudad de Madrid,210.19014958030965
390948,Plaza Puerta del Ángel nº 4,Puerta del Ángel,16,Dos fuentes triangulares de la Casa de Campo,C Principal de Provincias ,Monumentos de la ciudad de Madrid,1292.8137278794131
405286,Calle Caramuel nº 51,Caramuel,14,Dos toros del Palacio Vistalegre,C Utebo 1,Monumentos de la ciudad de Madrid,2794.8384737556553
462631,Avenida Juan de Herrera frente a la calle Paul Guinard,INEF,14,Dr. Arturo Umberto Illia,C Martín Fierro ,Monumentos de la ciudad de Madrid,397.9724303940733
25384,Calle Duque de Liria,Ventura Rodríguez,10,Duque de Alba y de Berwick,C Princesa 20,Monumentos de la ciudad de Madrid,119.8562679756004
369449,Calle Doctor Santero nº 1,Cuatro Caminos 2,2,Duquesa de la Victoria,AVENIDA REINA VICTORIA 24,Monumentos de la ciudad de Madrid,389.53509118669666
183046,Calle José Ortega y Gasset nº 4,Ortega y Gasset,5,Décollage naval,C Marqués de Villamagna ,Monumentos de la ciudad de Madrid,236.22195212356368
141833,Paseo de la Infanta Isabel nº 3,Atocha B,21,Día y Noche, ,Monumentos de la ciudad de Madrid,176.065008342786
37930,Calle Jacometrezo nº 3,Jacometrezo,21,Edificio de la Beneficiencia,C Ternera 2,Monumentos de la ciudad de Madrid,109.79322902700659
45099,Plaza de Celenque nº 1,Plaza de Celenque B,6,Eduardo Alfonso,C Arenal 26,Monumentos de la ciudad de Madrid,220.35552427712477
407084,Calle Sierra Toledana nº 33,Doctor Lozano,9,Eduardo Lozano y Ponce de León,Pza Doctor Lozano ,Monumentos de la ciudad de Madrid,155.3228380999784
36141,Calle Alcalá nº 49,Banco de España A,0,Eduardo Marquina,C Barquillo 7,Monumentos de la ciudad de Madrid,135.06718659966864
104239,Calle Augusto Figueroa nº 33,Augusto Figueroa,19,Eduardo Rosales,CALLE LIBERTAD 23,Monumentos de la ciudad de Madrid,103.39069798357421
34352,Calle Prim nº 2,Prim,0,Eduardo Rosales,CALLE VALGAME DIOS 2,Monumentos de la ciudad de Madrid,128.82491208689672
204590,Paseo del Pintor Rosales frente al nº 38,Pintor Rosales,12,Eduardo Rosales,Pº Pintor Rosales ,Monumentos de la ciudad de Madrid,235.3562962326033
46897,Plaza de las Salesas 7,Plaza de las Salesas,1,Educación de la Infancia,PLAZA SALESAS 1,Monumentos de la ciudad de Madrid,65.24752382617706
73778,Calle Atocha nº 54,Antón Martín,13,El Abrazo,Pza Antón Martín ,Monumentos de la ciudad de Madrid,34.694141117326005
297780,Calle Colombia nº 7,Colombia,2,El Balancín,CALLE PUERTO RICO 22,Monumentos de la ciudad de Madrid,452.2953216798726
226101,Paseo de la Florida nº 8,Paseo de la Florida,11,El Bosque de los Tótems,Pº Florida 2,Monumentos de la ciudad de Madrid,392.01114997800636
338999,Calle Alejandro González nº 1,Alcalá-Ventas,9,El Encierro,C Julio Camba ,Monumentos de la ciudad de Madrid,166.7697281495039
399928,Calle Hacienda de Pavones nº 342,Pavones,8,El Encuentro,C Fuente Carrantona 8,Monumentos de la ciudad de Madrid,345.7253259674777
421433,Avenida Marqués de Corbera nº 12,Marqués de Corbera 12,8,El Guerrero,C Santa Irene ,Monumentos de la ciudad de Madrid,738.2466213246222
405307,Calle Caramuel nº 51,Caramuel,14,El Madroño,C Oca ,Monumentos de la ciudad de Madrid,2744.33552459486
453692,Calle Rodríguez Jaén nº 40,Chamartín,7,El Niño,CALLE MAURICIO LEGENDRE 36,Monumentos de la ciudad de Madrid,438.7545242191889
